trial_num,participant,pair_type,choice_a,reward,correct,high_prob_image_file,low_prob_image_file,block,group
1.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,1,Healthy Stress
2.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,1,Healthy Stress
3.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,1,Healthy Stress
4.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,1,Healthy Stress
5.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,1,Healthy Stress
6.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,1,Healthy Stress
7.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,1,Healthy Stress
8.0,s_027,non-reversed,1.0,0.0,1,exp4.png,exp3.png,1,Healthy Stress
9.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,1,Healthy Stress
10.0,s_027,non-reversed,1.0,0.0,1,exp4.png,exp3.png,1,Healthy Stress
11.0,s_027,reversed,0.0,0.0,0,exp2.png,exp1.png,1,Healthy Stress
12.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,1,Healthy Stress
13.0,s_027,reversed,0.0,0.0,0,exp2.png,exp1.png,1,Healthy Stress
14.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,1,Healthy Stress
15.0,s_027,reversed,1.0,0.0,1,exp2.png,exp1.png,1,Healthy Stress
16.0,s_027,non-reversed,1.0,0.0,1,exp4.png,exp3.png,1,Healthy Stress
17.0,s_027,reversed,0.0,0.0,0,exp2.png,exp1.png,1,Healthy Stress
18.0,s_027,non-reversed,0.0,0.0,0,exp4.png,exp3.png,1,Healthy Stress
19.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,1,Healthy Stress
20.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,1,Healthy Stress
21.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,2,Healthy Stress
22.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,2,Healthy Stress
23.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,2,Healthy Stress
24.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,2,Healthy Stress
25.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,2,Healthy Stress
26.0,s_027,non-reversed,1.0,0.0,1,exp4.png,exp3.png,2,Healthy Stress
27.0,s_027,reversed,1.0,1.0,1,exp2.png,exp1.png,2,Healthy Stress
28.0,s_027,non-reversed,1.0,1.0,1,exp4.png,exp3.png,2,Healthy Stress
