trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp4.png,estimation_exp3.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.08157952856936102,0,invalid_lose,14.027332400000887,0,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.3221627666583554,0,valid_lose,27.006136199997854,0,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.5164438213213333,1,valid_win,35.80348680001043,1,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.8983090590551909,0,valid_lose,45.866320600005565,1,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6630942300468554,0,valid_lose,51.7644266999996,1,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.8653510984090781,1,valid_win,56.67934970000351,2,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.547487591073382,1,valid_win,63.327334600006,3,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.4808190736654222,1,valid_win,68.74261320001096,4,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.47404717244138317,1,valid_win,74.0236076000001,5,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9385815506157826,1,valid_win,78.65543759999855,6,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.697935464299612,1,valid_win,83.4369114000001,7,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9405165821725431,1,valid_win,87.84126030000334,8,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.5044329738777246,1,valid_win,93.53351520000433,9,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.4320127551296784,1,valid_win,98.49870589999773,10,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.8447162744110285,1,valid_win,103.61367720000271,11,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.41488396321650056,1,valid_win,108.36179200001061,12,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.33361773115684423,1,valid_win,115.64745020000555,13,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.20798914353108233,0,invalid_lose,121.77409210000769,13,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.19288320898920663,0,invalid_lose,126.98157170000195,13,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.6500025494143804,1,valid_win,131.87113520001003,14,,,,,,,,,,,,,,,,,,sub_736,2024-06-24_10h13.07.550,Reversal,2023.1.3,60.184948342745514,4,
